Houston Rockets,Charlotte Hornets,100,90
Detroit Pistons,Cleveland Cavaliers,97,109
Memphis Grizzlies,Golden State Warriors,107,111
Denver Nuggets,Los Angeles Clippers,103,110
Orlando Magic,Miami Heat,93,100
New Orleans Pelicans,Minnesota Timberwolves,100,88
Portland Trail Blazers,Oklahoma City Thunder,90,101
Milwaukee Bucks,Philadelphia 76ers,107,97
Los Angeles Lakers,Sacramento Kings,92,102
Dallas Mavericks,Utah Jazz,92,109
Toronto Raptors,Boston Celtics,93,95
Washington Wizards,Indiana Pacers,95,99
Los Angeles Clippers,Phoenix Suns,112,101
Orlando Magic,Brooklyn Nets,88,101
Atlanta Hawks,Chicago Bulls,85,91
Washington Wizards,Cleveland Cavaliers,108,113
Portland Trail Blazers,Dallas Mavericks,98,114
Denver Nuggets,Golden State Warriors,126,133
Utah Jazz,Houston Rockets,91,117
Sacramento Kings,Los Angeles Lakers,122,99
Indiana Pacers,Memphis Grizzlies,83,95
Boston Celtics,Milwaukee Bucks,105,100
Oklahoma City Thunder,Minnesota Timberwolves,138,113
San Antonio Spurs,New Orleans Pelicans,103,108
Detroit Pistons,New York Knicks,112,90
Miami Heat,Philadelphia 76ers,105,101
Charlotte Hornets,Toronto Raptors,87,92
